respondent_id,treatment,group,treat_market,treat_incentive,treatment_1,treatment_2,treatment_3,party_id_7pt,party_code,is_republican,age,education,bachelors_or_higher,bachelors_or_higher_missing,gender,male,occupation_field,employment_status,fulltime_or_business_owner,fulltime_or_business_owner_missing,hispanic,household_income,household_income_midpoint_imputed,household_income_prefer_not_say,race,race_white,race_black,prior_awareness,prior_awareness_missing,prior_participation,prior_participation_missing,attention_check,Flag_Dropped_Before_Post,Flag_Failed_Attention,Flag_Speeder,Flag_StraightLiner,Flag_Age_OutOfRange,Flag_Resolved_Workforce_Market,Flag_Event2_Excluded_Missing_Market,f_pre_E1,f_E1,m_E1,included_E1,dev_E1,abs_market_dist_E1,pre_included_E1,pre_dev_E1,pre_abs_market_dist_E1,market_movement_E1,f_pre_E2,f_E2,m_E2,included_E2,dev_E2,abs_market_dist_E2,pre_included_E2,pre_dev_E2,pre_abs_market_dist_E2,market_movement_E2,f_pre_E3,f_E3,m_E3,included_E3,dev_E3,abs_market_dist_E3,pre_included_E3,pre_dev_E3,pre_abs_market_dist_E3,market_movement_E3,f_pre_E4,f_E4,m_E4,included_E4,dev_E4,abs_market_dist_E4,pre_included_E4,pre_dev_E4,pre_abs_market_dist_E4,market_movement_E4,dev_mean,n_dev_events,abs_market_dist_mean,n_abs_market_dist_events,pre_dev_mean,n_pre_dev_events,pre_abs_market_dist_mean,n_pre_abs_market_dist_events,market_movement_mean,n_market_movement_events,pre_dev_mean_imputed,Flag_Control_Market_Imputed_E1,Flag_Control_Market_Imputed_E2,Flag_Control_Market_Imputed_E3,Flag_Control_Market_Imputed_E4
964,1,information_only,1,0,1,0,0,3.0,-1,0,38.0,bachelors_degree,1,0,man,1,other,full_time,1,0,1,$60_000_$69_999,65000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.62,0.57,0.545,1,0.02499999999999991,0.02499999999999991,1,0.07499999999999996,0.07499999999999996,0.050000000000000044,0.71,0.5,0.475,1,0.025000000000000022,0.025000000000000022,1,0.235,0.235,0.20999999999999996,0.5,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.06499999999999995,0.06499999999999995,0.0,0.5,0.51,0.885,1,-0.375,0.375,1,-0.385,0.385,0.010000000000000009,-0.0975,4,0.12249999999999997,4,-0.035,4,0.18999999999999997,4,0.0675,4,0,0,0,0,0
965,3,betting_frame,1,1,0,0,1,2.0,-1,0,29.0,bachelors_degree,1,0,woman,0,marketing_and_sales,unemployed,0,0,0,$10_000_$19_999,15000.0,0,asian_indian,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.95,0.9,0.545,1,0.355,0.355,1,0.4049999999999999,0.4049999999999999,0.04999999999999993,0.0,0.0,0.475,1,-0.475,0.475,1,-0.475,0.475,0.0,0.5,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.06499999999999995,0.06499999999999995,0.0,0.5,0.5,0.885,1,-0.385,0.385,1,-0.385,0.385,0.0,-0.1425,4,0.31999999999999995,4,-0.13,4,0.33249999999999996,4,0.012499999999999983,4,0,0,0,0,0
966,2,accuracy_incentive,1,1,0,1,0,3.0,-1,0,30.0,some_college,0,0,man,1,hospitality_and_tourism,full_time,1,0,1,$70_000_$79_999,75000.0,0,white,1,0,1.0,0,1.0,0,64.0,0,0,0,0,0,0,0,0.75,0.55,0.545,1,0.0050000000000000044,0.0050000000000000044,1,0.20499999999999996,0.20499999999999996,0.19999999999999996,0.24,0.47,0.475,1,-0.0050000000000000044,0.0050000000000000044,1,-0.235,0.235,0.22999999999999998,0.18,0.57,0.565,1,0.0050000000000000044,0.0050000000000000044,1,-0.38499999999999995,0.38499999999999995,0.37999999999999995,0.34,0.89,0.885,1,0.0050000000000000044,0.0050000000000000044,1,-0.5449999999999999,0.5449999999999999,0.5399999999999999,0.0025000000000000022,4,0.0050000000000000044,4,-0.24,4,0.34249999999999997,4,0.3374999999999999,4,0,0,0,0,0
967,0,control,0,0,0,0,0,1.0,-1,0,32.0,bachelors_degree,1,0,man,1,hospitality_and_tourism,full_time,1,0,0,$175_000_$199_999,187500.0,0,black_or_african_american,0,1,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,-0.04500000000000004,0.04500000000000004,0.0,0.0,0.02,0.475,1,-0.45499999999999996,0.45499999999999996,1,-0.475,0.475,0.020000000000000018,0.2,0.4,0.565,1,-0.16499999999999992,0.16499999999999992,1,-0.36499999999999994,0.36499999999999994,0.2,0.3,0.5,0.885,1,-0.385,0.385,1,-0.585,0.585,0.19999999999999996,-0.26249999999999996,4,0.26249999999999996,4,-0.3675,4,0.3675,4,0.105,4,0,0,0,0,0
968,1,information_only,1,0,1,0,0,4.0,0,0,34.0,less_than_a_high_school_diploma,0,0,man,1,prefer_not_to_say,business_owner,1,0,1,$40_000_$49_999,45000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.13,0.18,0.545,1,-0.36500000000000005,0.36500000000000005,1,-0.41500000000000004,0.41500000000000004,0.04999999999999999,0.01,0.29,0.475,1,-0.185,0.185,1,-0.46499999999999997,0.46499999999999997,0.27999999999999997,0.23,0.25,0.565,1,-0.31499999999999995,0.31499999999999995,1,-0.33499999999999996,0.33499999999999996,0.020000000000000018,0.38,0.62,0.885,1,-0.265,0.265,1,-0.505,0.505,0.24,-0.2825,4,0.2825,4,-0.42999999999999994,4,0.42999999999999994,4,0.1475,4,0,0,0,0,0
969,3,betting_frame,1,1,0,0,1,4.0,0,0,36.0,associate_degree,0,0,woman,0,retail,business_owner,1,0,1,$100_000_$124_999,112500.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.55,0.545,1,0.0050000000000000044,0.0050000000000000044,1,-0.04500000000000004,0.04500000000000004,0.040000000000000036,0.62,0.47,0.475,1,-0.0050000000000000044,0.0050000000000000044,1,0.14500000000000002,0.14500000000000002,0.14,0.32,0.57,0.565,1,0.0050000000000000044,0.0050000000000000044,1,-0.24499999999999994,0.24499999999999994,0.23999999999999994,0.47,0.89,0.885,1,0.0050000000000000044,0.0050000000000000044,1,-0.41500000000000004,0.41500000000000004,0.41000000000000003,0.0025000000000000022,4,0.0050000000000000044,4,-0.14,4,0.21250000000000002,4,0.20750000000000002,4,0,0,0,0,0
970,3,betting_frame,1,1,0,0,1,1.0,-1,0,41.0,associate_degree,0,0,man,1,hospitality_and_tourism,full_time,1,0,0,$50_000_$59_999,55000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.6,0.54,0.545,1,-0.0050000000000000044,0.0050000000000000044,1,0.05499999999999994,0.05499999999999994,0.04999999999999993,0.5,0.44,0.475,1,-0.034999999999999976,0.034999999999999976,1,0.025000000000000022,0.025000000000000022,-0.009999999999999953,0.2,0.3,0.565,1,-0.26499999999999996,0.26499999999999996,1,-0.36499999999999994,0.36499999999999994,0.09999999999999998,0.81,0.95,0.885,1,0.06499999999999995,0.06499999999999995,1,-0.07499999999999996,0.07499999999999996,0.010000000000000009,-0.06,4,0.09249999999999997,4,-0.08999999999999998,4,0.12999999999999995,4,0.03749999999999999,4,0,0,0,0,0
971,3,betting_frame,1,1,0,0,1,1.0,-1,0,41.0,high_school,0,0,man,1,other,unemployed,0,0,1,$50_000_$59_999,55000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.12,0.15,0.545,1,-0.395,0.395,1,-0.42500000000000004,0.42500000000000004,0.030000000000000027,0.4,0.46,0.475,1,-0.014999999999999958,0.014999999999999958,1,-0.07499999999999996,0.07499999999999996,0.06,0.45,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.11499999999999994,0.11499999999999994,0.04999999999999999,0.5,0.9,0.885,1,0.015000000000000013,0.015000000000000013,1,-0.385,0.385,0.37,-0.11499999999999998,4,0.12249999999999998,4,-0.25,4,0.25,4,0.1275,4,0,0,0,0,0
972,3,betting_frame,1,1,0,0,1,1.0,-1,0,67.0,bachelors_degree,1,0,woman,0,retired,retired,0,0,0,$30_000_$39_999,35000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.73,0.1,0.545,1,-0.44500000000000006,0.44500000000000006,1,0.18499999999999994,0.18499999999999994,-0.2600000000000001,0.12,0.15,0.475,1,-0.32499999999999996,0.32499999999999996,1,-0.355,0.355,0.030000000000000027,0.8,0.78,0.565,1,0.21500000000000008,0.21500000000000008,1,0.2350000000000001,0.2350000000000001,0.020000000000000018,0.74,0.79,0.885,1,-0.09499999999999997,0.09499999999999997,1,-0.14500000000000002,0.14500000000000002,0.050000000000000044,-0.16249999999999998,4,0.27,4,-0.01999999999999999,4,0.23,4,-0.04000000000000001,4,0,0,0,0,0
973,1,information_only,1,0,1,0,0,2.0,-1,0,19.0,some_college,0,0,man,1,transportation_distribution_and_logistics,student,0,0,0,$80_000_$89_999,85000.0,0,black_or_african_american,0,1,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.6,0.6,0.545,1,0.05499999999999994,0.05499999999999994,1,0.05499999999999994,0.05499999999999994,0.0,0.5,0.5,0.475,1,0.025000000000000022,0.025000000000000022,1,0.025000000000000022,0.025000000000000022,0.0,0.35,0.35,0.565,1,-0.21499999999999997,0.21499999999999997,1,-0.21499999999999997,0.21499999999999997,0.0,0.3,0.4,0.885,1,-0.485,0.485,1,-0.585,0.585,0.09999999999999998,-0.155,4,0.19499999999999998,4,-0.18,4,0.21999999999999997,4,0.024999999999999994,4,0,0,0,0,0
974,1,information_only,1,0,1,0,0,6.0,1,1,20.0,some_college,0,0,woman,0,business_management_and_administration,business_owner,1,0,0,prefer_not_to_say,65000.0,1,vietnamese,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.65,0.6,0.545,1,0.05499999999999994,0.05499999999999994,1,0.10499999999999998,0.10499999999999998,0.050000000000000044,0.25,0.3,0.475,1,-0.175,0.175,1,-0.22499999999999998,0.22499999999999998,0.04999999999999999,0.93,0.8,0.565,1,0.2350000000000001,0.2350000000000001,1,0.3650000000000001,0.3650000000000001,0.13,0.4,0.55,0.885,1,-0.33499999999999996,0.33499999999999996,1,-0.485,0.485,0.15000000000000002,-0.05499999999999998,4,0.2,4,-0.05999999999999997,4,0.29500000000000004,4,0.09500000000000001,4,0,0,0,0,0
975,2,accuracy_incentive,1,1,0,1,0,4.0,0,0,60.0,bachelors_degree,1,0,man,1,education_and_training,part_time,0,0,0,$60_000_$69_999,65000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.54,0.55,0.545,1,0.0050000000000000044,0.0050000000000000044,1,-0.0050000000000000044,0.0050000000000000044,0.0,0.52,0.45,0.475,1,-0.024999999999999967,0.024999999999999967,1,0.04500000000000004,0.04500000000000004,0.020000000000000073,0.49,0.56,0.565,1,-0.004999999999999893,0.004999999999999893,1,-0.07499999999999996,0.07499999999999996,0.07000000000000006,0.45,0.9,0.885,1,0.015000000000000013,0.015000000000000013,1,-0.435,0.435,0.42,-0.0024999999999999606,4,0.01249999999999997,4,-0.11749999999999998,4,0.14,4,0.12750000000000003,4,0,0,0,0,0
976,2,accuracy_incentive,1,1,0,1,0,6.0,1,1,23.0,bachelors_degree,1,0,man,1,education_and_training,student,0,0,0,$30_000_$39_999,35000.0,0,chinese,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.49,1.0,0.545,1,0.45499999999999996,0.45499999999999996,1,-0.05500000000000005,0.05500000000000005,-0.3999999999999999,0.79,1.0,0.475,1,0.525,0.525,1,0.31500000000000006,0.31500000000000006,-0.20999999999999996,0.18,0.0,0.565,1,-0.565,0.565,1,-0.38499999999999995,0.38499999999999995,-0.18,0.33,1.0,0.885,1,0.11499999999999999,0.11499999999999999,1,-0.5549999999999999,0.5549999999999999,0.43999999999999995,0.1325,4,0.415,4,-0.16999999999999998,4,0.3275,4,-0.08749999999999997,4,0,0,0,0,0
977,1,information_only,1,0,1,0,0,2.0,-1,0,37.0,masters_degree,1,0,man,1,education_and_training,unemployed,0,0,0,$30_000_$39_999,35000.0,0,chinese,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,-0.04500000000000004,0.04500000000000004,0.0,0.01,0.2,0.475,1,-0.27499999999999997,0.27499999999999997,1,-0.46499999999999997,0.46499999999999997,0.19,0.3,0.4,0.565,1,-0.16499999999999992,0.16499999999999992,1,-0.26499999999999996,0.26499999999999996,0.10000000000000003,0.1,0.5,0.885,1,-0.385,0.385,1,-0.785,0.785,0.4,-0.21749999999999997,4,0.21749999999999997,4,-0.39,4,0.39,4,0.17250000000000001,4,0,0,0,0,0
978,1,information_only,1,0,1,0,0,7.0,1,1,69.0,bachelors_degree,1,0,woman,0,retired,retired,0,0,0,$150_000_$174_999,162500.0,0,white,1,0,0.0,1,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,-0.04500000000000004,0.04500000000000004,0.0,0.55,0.5,0.475,1,0.025000000000000022,0.025000000000000022,1,0.07500000000000007,0.07500000000000007,0.050000000000000044,0.7,0.62,0.565,1,0.05500000000000005,0.05500000000000005,1,0.135,0.135,0.07999999999999996,0.77,0.89,0.885,1,0.0050000000000000044,0.0050000000000000044,1,-0.11499999999999999,0.11499999999999999,0.10999999999999999,0.010000000000000009,4,0.03250000000000003,4,0.012500000000000011,4,0.09250000000000003,4,0.06,4,0,0,0,0,0
979,0,control,0,0,0,0,0,4.0,0,0,45.0,doctorate_degree_for_example_phd_edd,1,0,man,1,social_sciences,full_time,1,0,1,$125_000_$149_999,137500.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.25,0.16,0.545,1,-0.385,0.385,1,-0.29500000000000004,0.29500000000000004,-0.08999999999999997,0.6,0.6,0.475,1,0.125,0.125,1,0.125,0.125,0.0,0.4,0.4,0.565,1,-0.16499999999999992,0.16499999999999992,1,-0.16499999999999992,0.16499999999999992,0.0,0.74,0.75,0.885,1,-0.135,0.135,1,-0.14500000000000002,0.14500000000000002,0.010000000000000009,-0.13999999999999999,4,0.20249999999999999,4,-0.12,4,0.1825,4,-0.01999999999999999,4,0,0,0,0,0
980,2,accuracy_incentive,1,1,0,1,0,2.0,-1,0,37.0,bachelors_degree,1,0,woman,0,other,part_time,0,0,0,$10_000_$19_999,15000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,1.0,1.0,0.545,1,0.45499999999999996,0.45499999999999996,1,0.45499999999999996,0.45499999999999996,0.0,0.04,0.0,0.475,1,-0.475,0.475,1,-0.435,0.435,-0.03999999999999998,0.72,0.75,0.565,1,0.18500000000000005,0.18500000000000005,1,0.15500000000000003,0.15500000000000003,-0.030000000000000027,0.63,0.75,0.885,1,-0.135,0.135,1,-0.255,0.255,0.12,0.007500000000000007,4,0.3125,4,-0.020000000000000004,4,0.32499999999999996,4,0.012499999999999997,4,0,0,0,0,0
981,3,betting_frame,1,1,0,0,1,2.0,-1,0,28.0,bachelors_degree,1,0,woman,0,finance,full_time,1,0,0,$90_000_$99_999,95000.0,0,black_or_african_american,0,1,0.0,1,0.0,0,64.0,0,0,0,0,0,0,0,0.8,0.7,0.545,1,0.15499999999999992,0.15499999999999992,1,0.255,0.255,0.10000000000000009,0.3,0.33,0.475,1,-0.14499999999999996,0.14499999999999996,1,-0.175,0.175,0.030000000000000027,0.75,0.76,0.565,1,0.19500000000000006,0.19500000000000006,1,0.18500000000000005,0.18500000000000005,-0.010000000000000009,0.7,0.83,0.885,1,-0.05500000000000005,0.05500000000000005,1,-0.18500000000000005,0.18500000000000005,0.13,0.03749999999999999,4,0.1375,4,0.020000000000000004,4,0.2,4,0.06250000000000003,4,0,0,0,0,0
982,3,betting_frame,1,1,0,0,1,7.0,1,1,82.0,some_college,0,0,man,1,retired,retired,0,0,0,$20_000_$29_999,25000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.55,0.545,1,0.0050000000000000044,0.0050000000000000044,1,-0.04500000000000004,0.04500000000000004,0.040000000000000036,0.92,0.75,0.475,1,0.275,0.275,1,0.44500000000000006,0.44500000000000006,0.17000000000000004,0.75,0.6,0.565,1,0.03500000000000003,0.03500000000000003,1,0.18500000000000005,0.18500000000000005,0.15000000000000002,0.65,0.78,0.885,1,-0.10499999999999998,0.10499999999999998,1,-0.235,0.235,0.13,0.05250000000000002,4,0.10500000000000001,4,0.08750000000000002,4,0.22750000000000004,4,0.12250000000000003,4,0,0,0,0,0
983,2,accuracy_incentive,1,1,0,1,0,3.0,-1,0,33.0,bachelors_degree,1,0,man,1,information_technology,full_time,1,0,1,$50_000_$59_999,55000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.6,0.545,1,0.05499999999999994,0.05499999999999994,1,-0.04500000000000004,0.04500000000000004,-0.009999999999999898,0.18,0.1,0.475,1,-0.375,0.375,1,-0.295,0.295,-0.08000000000000002,0.3,0.2,0.565,1,-0.36499999999999994,0.36499999999999994,1,-0.26499999999999996,0.26499999999999996,-0.09999999999999998,0.7,0.88,0.885,1,-0.0050000000000000044,0.0050000000000000044,1,-0.18500000000000005,0.18500000000000005,0.18000000000000005,-0.17250000000000001,4,0.19999999999999998,4,-0.1975,4,0.1975,4,-0.0024999999999999606,4,0,0,0,0,0
984,2,accuracy_incentive,1,1,0,1,0,6.0,1,1,26.0,high_school,0,0,woman,0,other,part_time,0,0,1,$80_000_$89_999,85000.0,0,white,1,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.81,0.84,0.545,1,0.29499999999999993,0.29499999999999993,1,0.265,0.265,-0.029999999999999916,0.91,0.61,0.475,1,0.135,0.135,1,0.43500000000000005,0.43500000000000005,0.30000000000000004,0.72,0.71,0.565,1,0.14500000000000002,0.14500000000000002,1,0.15500000000000003,0.15500000000000003,0.010000000000000009,0.81,0.82,0.885,1,-0.06500000000000006,0.06500000000000006,1,-0.07499999999999996,0.07499999999999996,0.009999999999999898,0.12749999999999997,4,0.16,4,0.19500000000000003,4,0.2325,4,0.07250000000000001,4,0,0,0,0,0
985,1,information_only,1,0,1,0,0,2.0,-1,0,44.0,some_college,0,0,woman,0,other,full_time,1,0,0,$10_000_$19_999,15000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.33,0.19,0.545,1,-0.35500000000000004,0.35500000000000004,1,-0.21500000000000002,0.21500000000000002,-0.14,0.2,0.27,0.475,1,-0.20499999999999996,0.20499999999999996,1,-0.27499999999999997,0.27499999999999997,0.07,0.71,0.63,0.565,1,0.06500000000000006,0.06500000000000006,1,0.14500000000000002,0.14500000000000002,0.07999999999999996,0.9,0.87,0.885,1,-0.015000000000000013,0.015000000000000013,1,0.015000000000000013,0.015000000000000013,0.0,-0.1275,4,0.16000000000000003,4,-0.08249999999999999,4,0.1625,4,0.0024999999999999883,4,0,0,0,0,0
986,0,control,0,0,0,0,0,4.0,0,0,30.0,masters_degree,1,0,woman,0,business_management_and_administration,full_time,1,0,0,$125_000_$149_999,137500.0,0,chinese,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.98,1.0,0.545,1,0.45499999999999996,0.45499999999999996,1,0.43499999999999994,0.43499999999999994,-0.020000000000000018,0.5,0.44,0.475,1,-0.034999999999999976,0.034999999999999976,1,0.025000000000000022,0.025000000000000022,-0.009999999999999953,0.39,0.37,0.565,1,-0.19499999999999995,0.19499999999999995,1,-0.17499999999999993,0.17499999999999993,-0.020000000000000018,0.39,0.34,0.885,1,-0.5449999999999999,0.5449999999999999,1,-0.495,0.495,-0.04999999999999993,-0.07999999999999997,4,0.30749999999999994,4,-0.05249999999999999,4,0.2825,4,-0.02499999999999998,4,0,0,0,0,0
987,1,information_only,1,0,1,0,0,3.0,-1,0,39.0,masters_degree,1,0,woman,0,government_and_public_administration,not_in_paid_work,0,0,1,$90_000_$99_999,95000.0,0,an_ethnicity_not_listed_here,0,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,-0.04500000000000004,0.04500000000000004,0.0,0.24,0.3,0.475,1,-0.175,0.175,1,-0.235,0.235,0.06,0.5,0.5,0.565,1,-0.06499999999999995,0.06499999999999995,1,-0.06499999999999995,0.06499999999999995,0.0,0.7,0.75,0.885,1,-0.135,0.135,1,-0.18500000000000005,0.18500000000000005,0.050000000000000044,-0.105,4,0.105,4,-0.1325,4,0.1325,4,0.02750000000000001,4,0,0,0,0,0
988,2,accuracy_incentive,1,1,0,1,0,6.0,1,1,27.0,some_college,0,0,man,1,other,student,0,0,1,$80_000_$89_999,85000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,1.0,0.545,1,0.45499999999999996,0.45499999999999996,1,-0.04500000000000004,0.04500000000000004,-0.4099999999999999,0.57,0.46,0.475,1,-0.014999999999999958,0.014999999999999958,1,0.09499999999999997,0.09499999999999997,0.08000000000000002,0.6,0.86,0.565,1,0.29500000000000004,0.29500000000000004,1,0.03500000000000003,0.03500000000000003,-0.26,0.79,1.0,0.885,1,0.11499999999999999,0.11499999999999999,1,-0.09499999999999997,0.09499999999999997,-0.020000000000000018,0.21250000000000002,4,0.21999999999999997,4,-0.0025000000000000022,4,0.0675,4,-0.15249999999999997,4,0,0,0,0,0
989,3,betting_frame,1,1,0,0,1,1.0,-1,0,42.0,bachelors_degree,1,0,man,1,hospitality_and_tourism,part_time,0,0,0,$20_000_$29_999,25000.0,0,chinese,0,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.39,0.55,0.545,1,0.0050000000000000044,0.0050000000000000044,1,-0.15500000000000003,0.15500000000000003,0.15000000000000002,0.2,0.46,0.475,1,-0.014999999999999958,0.014999999999999958,1,-0.27499999999999997,0.27499999999999997,0.26,0.41,0.54,0.565,1,-0.02499999999999991,0.02499999999999991,1,-0.15499999999999997,0.15499999999999997,0.13000000000000006,0.68,0.88,0.885,1,-0.0050000000000000044,0.0050000000000000044,1,-0.20499999999999996,0.20499999999999996,0.19999999999999996,-0.009999999999999967,4,0.01249999999999997,4,-0.19749999999999998,4,0.19749999999999998,4,0.185,4,0,0,0,0,0
990,2,accuracy_incentive,1,1,0,1,0,2.0,-1,0,35.0,some_college,0,0,man,1,business_management_and_administration,business_owner,1,0,1,$60_000_$69_999,65000.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.22,0.94,0.545,1,0.3949999999999999,0.3949999999999999,1,-0.32500000000000007,0.32500000000000007,-0.06999999999999984,0.18,0.37,0.475,1,-0.10499999999999998,0.10499999999999998,1,-0.295,0.295,0.19,0.11,0.11,0.565,1,-0.45499999999999996,0.45499999999999996,1,-0.45499999999999996,0.45499999999999996,0.0,0.21,0.53,0.885,1,-0.355,0.355,1,-0.675,0.675,0.32000000000000006,-0.13,4,0.32749999999999996,4,-0.43750000000000006,4,0.43750000000000006,4,0.11000000000000006,4,0,0,0,0,0
991,1,information_only,1,0,1,0,0,3.0,-1,0,24.0,some_college,0,0,man,1,other,unemployed,0,0,0,less_than_$10_000,5000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.57,0.545,1,0.02499999999999991,0.02499999999999991,1,-0.04500000000000004,0.04500000000000004,0.02000000000000013,0.6,0.5,0.475,1,0.025000000000000022,0.025000000000000022,1,0.125,0.125,0.09999999999999998,0.79,0.6,0.565,1,0.03500000000000003,0.03500000000000003,1,0.2250000000000001,0.2250000000000001,0.19000000000000006,0.32,0.5,0.885,1,-0.385,0.385,1,-0.565,0.565,0.17999999999999994,-0.07500000000000001,4,0.1175,4,-0.06499999999999997,4,0.24000000000000002,4,0.12250000000000003,4,0,0,0,0,0
992,0,control,0,0,0,0,0,1.0,-1,0,38.0,bachelors_degree,1,0,man,1,medicine,full_time,1,0,1,$20_000_$29_999,25000.0,0,japanese,0,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.39,0.2,0.545,1,-0.34500000000000003,0.34500000000000003,1,-0.15500000000000003,0.15500000000000003,-0.19,0.29,0.29,0.475,1,-0.185,0.185,1,-0.185,0.185,0.0,0.2,0.16,0.565,1,-0.4049999999999999,0.4049999999999999,1,-0.36499999999999994,0.36499999999999994,-0.03999999999999998,0.2,0.5,0.885,1,-0.385,0.385,1,-0.685,0.685,0.30000000000000004,-0.32999999999999996,4,0.32999999999999996,4,-0.34750000000000003,4,0.34750000000000003,4,0.017500000000000016,4,0,0,0,0,0
993,1,information_only,1,0,1,0,0,1.0,-1,0,60.0,professional_degree,1,0,woman,0,medicine,full_time,1,0,0,$100_000_$124_999,112500.0,0,white,1,0,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.72,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,0.17499999999999993,0.17499999999999993,0.1299999999999999,0.11,0.1,0.475,1,-0.375,0.375,1,-0.365,0.365,-0.010000000000000009,0.4,0.19,0.565,1,-0.37499999999999994,0.37499999999999994,1,-0.16499999999999992,0.16499999999999992,-0.21000000000000002,0.09,0.6,0.885,1,-0.28500000000000003,0.28500000000000003,1,-0.795,0.795,0.51,-0.27,4,0.27,4,-0.2875,4,0.375,4,0.10499999999999997,4,0,0,0,0,0
994,0,control,0,0,0,0,0,3.0,-1,0,35.0,bachelors_degree,1,0,woman,0,government_and_public_administration,full_time,1,0,0,$150_000_$174_999,162500.0,0,asian_indian,0,0,0.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.33,0.545,1,-0.21500000000000002,0.21500000000000002,1,-0.04500000000000004,0.04500000000000004,-0.16999999999999998,0.22,0.21,0.475,1,-0.265,0.265,1,-0.255,0.255,-0.010000000000000009,0.73,0.62,0.565,1,0.05500000000000005,0.05500000000000005,1,0.16500000000000004,0.16500000000000004,0.10999999999999999,0.69,0.67,0.885,1,-0.21499999999999997,0.21499999999999997,1,-0.19500000000000006,0.19500000000000006,-0.019999999999999907,-0.15999999999999998,4,0.18750000000000003,4,-0.08250000000000002,4,0.16500000000000004,4,-0.02249999999999998,4,0,0,0,0,0
995,1,information_only,1,0,1,0,0,1.0,-1,0,54.0,some_college,0,0,woman,0,prefer_not_to_say,unemployed,0,0,0,less_than_$10_000,5000.0,0,black_or_african_american,0,1,1.0,0,0.0,0,64.0,0,0,0,0,0,0,0,0.5,0.5,0.545,1,-0.04500000000000004,0.04500000000000004,1,-0.04500000000000004,0.04500000000000004,0.0,0.5,0.47,0.475,1,-0.0050000000000000044,0.0050000000000000044,1,0.025000000000000022,0.025000000000000022,0.020000000000000018,0.68,0.68,0.565,1,0.1150000000000001,0.1150000000000001,1,0.1150000000000001,0.1150000000000001,0.0,0.5,0.87,0.885,1,-0.015000000000000013,0.015000000000000013,1,-0.385,0.385,0.37,0.012500000000000011,4,0.04500000000000004,4,-0.07249999999999998,4,0.14250000000000004,4,0.0975,4,0,0,0,0,0
